society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
godrej nature plus,1.4,sector 33,15119.0,3,2,3+,20.0,New Property,X70063420,flat,113.0,0,0,0,0,0,0,70,"28.4420° N, 77.0207° E",28.442,77.0207
independent,0.89,sector 81,8128.0,1,1,0,1.0,Relatively New,Z66401012,house,1095.0,0,0,0,0,0,0,0,"28.3867° N, 76.9485° E",28.3867,76.9485
rof aalayas,0.45,sector 102,6000.0,1,1,2,6.0,Relatively New,Z69515124,flat,750.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
gls avenue 51,0.21,sector 92,6954.0,1,1,1,0.0,Relatively New,D69622838,flat,336.0,0,0,0,0,0,0,63,"28.4079° N, 76.9153° E",28.4079,76.9153
anshul,0.85,sector 6,7727.0,2,2,0,4.0,Moderately Old,F67900556,house,1222.0,0,0,0,0,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
ramsons kshitij,0.35,sector 95,5495.0,2,2,0,5.0,New Property,Z65720898,flat,637.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
central park flower valley,1.15,sector 33,9350.0,2,2,3,2.0,Relatively New,D69571850,house,1400.0,1,0,0,0,0,1,71,"28.4420° N, 77.0207° E",28.442,77.0207
chd avenue,1.1,sector 71,6104.0,3,4,3,3.0,Moderately Old,N69335420,flat,1631.0,0,1,0,0,0,0,26,"28.4104° N, 77.0281° E",28.4104,77.0281
dlf regal gardens,1.21,sector 90,6926.0,3,3,3+,29.0,Relatively New,O41345031,flat,1581.0,0,0,0,0,1,0,95,"28.4085° N, 76.9369° E",28.4085,76.9369
signature global city,0.68,sector 37d,11724.0,2,2,3,9.0,New Property,S70165360,flat,644.0,0,0,0,0,1,0,58,"28.4478° N, 76.9703° E",28.4478,76.9703
ireo skyon,3.8,sector 60,13571.0,4,5,3,15.0,Moderately Old,S68411868,flat,2791.0,0,1,0,0,0,1,145,"28.4003° N, 77.0975° E",28.4003,77.0975
experion the heartsong,2.08,sector 108,9905.0,4,4,3+,3.0,Relatively New,H68321948,flat,2631.0,0,1,0,0,0,0,126,"28.5134° N, 76.9830° E",28.5134,76.983
dlf city phase 1,3.25,sector 26,3681.0,3,3,3,2.0,Old Property,J70280212,house,8829.0,1,0,0,0,0,0,79,"28.4757° N, 77.1032° E",28.4757,77.1032
independent,2.5,sector 2,16057.0,4,4,2,4.0,Old Property,Q65612308,house,1557.0,0,0,0,0,0,0,17,"28.5095° N, 77.0320° E",28.5095,77.032
m3m golfestate,5.0,sector 65,16667.0,3,3,3,2.0,Relatively New,O69258752,flat,3245.0,0,1,0,0,0,1,174,"28.4030° N, 77.0690° E",28.403,77.069
dlf regency park,1.35,sector 28,11739.0,2,2,2,14.0,Old Property,D61075766,flat,1120.0,0,0,1,0,0,0,66,"28.4728° N, 77.0865° E",28.4728,77.0865
ansal heights 86,0.9,sector 86,5325.0,3,3,2,10.0,New Property,L68958088,flat,1690.0,0,0,0,0,0,0,29,"28.3986° N, 76.9384° E",28.3986,76.9384
bestech park view residency,1.55,sector 2,8073.0,3,4,3+,10.0,Moderately Old,J70072386,flat,1738.0,0,1,0,0,0,0,100,"28.5095° N, 77.0320° E",28.5095,77.032
puri diplomatic greens,2.58,sector 111,11727.0,3,4,2,9.0,Relatively New,I69578914,flat,2200.0,0,1,0,0,0,0,101,"28.5238° N, 77.0320° E",28.5238,77.032
independent,15.0,sector 39,33333.0,5,5,3+,4.0,Moderately Old,U70196700,house,4500.0,0,1,0,0,0,1,27,"28.4434° N, 77.0515° E",28.4434,77.0515
signature global park 4,0.72,sector 36,6429.0,3,2,3,2.0,Under Construction,A67199810,flat,1244.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
bestech park view grand spa,3.3,sector 81,12222.0,4,5,3+,4.0,Relatively New,T69939324,flat,3070.0,1,1,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
signature global city 37d ph 2,1.36,sector 37d,8848.0,3,3,3,1.0,Under Construction,B69071558,flat,1535.0,0,0,0,1,1,0,37,"28.4478° N, 76.9703° E",28.4478,76.9703
independent,19.0,sector 26,42222.0,6,8,3+,3.0,Moderately Old,M70013508,house,4500.0,1,1,1,1,0,1,103,"28.4757° N, 77.1032° E",28.4757,77.1032
dlf new town heights,1.25,sector 90,8639.0,3,4,3+,0.0,Old Property,C68168492,flat,1608.0,0,1,0,0,0,2,31,"28.4085° N, 76.9369° E",28.4085,76.9369
godrej,1.12,sector 79,7147.0,2,2,3,6.0,Relatively New,M69922706,flat,1325.0,1,0,0,0,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
park view apartment,1.74,sector 56,7565.0,3,3,3+,2.0,Old Property,X69430548,flat,2400.0,0,1,0,1,0,1,104,"28.4245° N, 77.0991° E",28.4245,77.0991
independent,11.0,sector 25,35530.0,5,5,3+,2.0,Relatively New,N69433874,house,3096.0,1,1,1,1,0,0,29,"28.4844° N, 77.0860° E",28.4844,77.086
m3m soulitude,1.42,sector 89,9979.0,3,3,2,3.0,New Property,F69673370,flat,1581.0,0,0,0,0,0,0,15,"28.4253° N, 76.9439° E",28.4253,76.9439
housing board colony,5.5,sector 28,30556.0,4,3,3,2.0,Old Property,G68229004,house,1800.0,0,0,0,1,1,1,22,"28.4728° N, 77.0865° E",28.4728,77.0865
adani brahma samsara vilasa,3.25,sector 63,29545.0,3,3,3,4.0,New Property,O69756512,flat,2700.0,0,0,0,0,1,0,41,"28.3971° N, 77.0867° E",28.3971,77.0867
tata primanti,4.0,sector 72,13769.0,4,5,3+,9.0,Relatively New,M69966198,flat,2800.0,0,1,0,0,0,1,165,"28.4225° N, 77.0211° E",28.4225,77.0211
unitech espace,7.35,sector 50,41761.0,4,4,3+,3.0,Moderately Old,G68255006,house,1760.0,0,1,0,1,0,1,52,"28.4178° N, 77.0628° E",28.4178,77.0628
corona optus,1.43,sector 37c,7186.0,3,3,3+,2.0,Relatively New,N70044190,flat,1845.0,1,1,0,0,1,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
independent,8.31,sector 57,24171.0,5,6,3+,4.0,Old Property,E69994668,house,3438.0,1,1,1,1,0,0,34,"28.4232° N, 77.0752° E",28.4232,77.0752
m3m the marina,1.45,sector 68,9615.0,3,2,3+,9.0,New Property,C70135720,flat,1365.0,0,0,0,0,0,0,0,"28.3853° N, 77.0484° E",28.3853,77.0484
breeze global heights,0.4,sector 33,6421.0,2,2,2,4.0,Under Construction,R69074616,flat,623.0,0,0,0,0,0,0,0,"28.4420° N, 77.0207° E",28.442,77.0207
indiabulls centrum park,1.32,sector 103,7788.0,3,3,3+,6.0,Relatively New,P69850302,flat,1300.0,1,0,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
independent,4.6,sector 47,26620.0,2,6,3+,4.0,Moderately Old,V67975260,house,1728.0,0,0,0,0,0,2,51,"28.4276° N, 77.0492° E",28.4276,77.0492
godrej aria,1.1,sector 79,7774.0,2,2,3+,4.0,New Property,R68188116,flat,1223.0,0,0,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
independent,0.38,sector 12,4222.0,3,3,3,3.0,Relatively New,N68008590,house,900.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
m3m heights,1.9,sector 65,13991.0,2,2,2,40.0,Relatively New,S68976422,flat,1358.0,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
godrej,0.95,sector 33,6859.0,2,2,3+,3.0,Under Construction,F54915126,flat,1253.0,0,0,0,0,0,0,0,"28.4420° N, 77.0207° E",28.442,77.0207
emaar imperial gardens,1.92,sector 102,9600.0,3,3,3,12.0,Relatively New,M70002238,flat,2222.0,1,1,1,1,0,0,95,"28.4750° N, 76.9715° E",28.475,76.9715
unitech harmony,2.6,sector 50,9591.0,3,4,2,15.0,Relatively New,Y69284872,flat,2700.0,0,1,0,0,1,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
bestech park view residency,1.18,sector 2,7540.0,2,2,3,5.0,Old Property,S69100190,flat,1416.0,1,0,0,0,0,0,76,"28.5095° N, 77.0320° E",28.5095,77.032
dlf the ultima,3.25,sector 81,11805.0,4,4,3+,11.0,Moderately Old,O68626762,flat,2491.0,0,1,0,0,0,0,28,"28.3867° N, 76.9485° E",28.3867,76.9485
vatika lifestyle homes,1.04,sector 83,5699.0,3,2,2,2.0,Moderately Old,P64577144,flat,1500.0,0,0,0,0,0,0,95,"28.3986° N, 76.9647° E",28.3986,76.9647
microtek greenburg,1.3,sector 86,8754.0,2,2,3,10.0,Relatively New,R70169300,flat,1339.0,1,0,0,0,0,0,38,"28.3986° N, 76.9384° E",28.3986,76.9384
proxima tower,0.6,sector 37c,4601.0,2,2,3,5.0,Under Construction,Q32382779,flat,1180.0,1,0,0,1,0,0,55,"28.4515° N, 76.9882° E",28.4515,76.9882
ireo skyon,2.15,sector 60,23344.0,2,3,2,5.0,Relatively New,W69182584,flat,1250.0,0,1,0,0,0,1,49,"28.4003° N, 77.0975° E",28.4003,77.0975
ansals florence villa,3.3,sector 57,19820.0,4,3,3+,2.0,Moderately Old,Y69091740,house,1665.0,1,1,1,1,0,0,151,"28.4232° N, 77.0752° E",28.4232,77.0752
rail vihar cghs,1.35,sector 56,10385.0,3,2,2,1.0,Old Property,V69706736,flat,1275.0,0,0,0,0,1,0,159,"28.4245° N, 77.0991° E",28.4245,77.0991
m3m heights,2.86,sector 65,13999.0,3,3,3,45.0,Under Construction,O70175164,flat,2267.0,0,1,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
green campus chs,0.92,manesar,4023.0,3,3,3+,8.0,Moderately Old,F68198434,flat,1924.0,0,1,0,0,0,0,5,"28.3515° N, 76.9428° E",28.3515,76.9428
city shri ram apartments 1,0.22,sector 110,3667.0,2,1,1,1.0,Relatively New,F67426494,flat,543.0,0,0,0,0,0,0,0,"28.5145° N, 77.0197° E",28.5145,77.0197
unitech nirvana birch court,6.8,sector 50,31481.0,4,4,3+,2.0,Old Property,U68504362,house,2160.0,1,1,0,1,0,0,105,"28.4178° N, 77.0628° E",28.4178,77.0628
ansal housing highland park,0.8,sector 103,5878.0,2,2,3,3.0,New Property,Y68584460,flat,1089.0,0,0,0,1,0,0,174,"28.4949° N, 76.9845° E",28.4949,76.9845
dlf the primus,2.25,sector 82a,10714.0,3,3,3+,29.0,Relatively New,Y62594040,flat,2333.0,0,1,0,0,0,2,72,"28.3858° N, 76.9686° E",28.3858,76.9686
orchid petals,2.45,sector 49,11887.0,3,3,3,0.0,Relatively New,U70024910,flat,1865.0,1,0,0,0,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
dlf the ultima,2.28,sector 81,10842.0,3,3,3+,14.0,Relatively New,R69994518,flat,1750.0,0,1,0,0,0,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
vatika sovereign park,2.45,sector 99,8813.0,3,4,3,1.0,New Property,O69042106,flat,2516.0,0,1,0,0,0,1,165,"28.4640° N, 76.9614° E",28.464,76.9614
ireo skyon,3.7,sector 60,13214.0,4,5,3,10.0,Relatively New,X69205630,flat,2534.0,0,1,0,0,0,1,165,"28.4003° N, 77.0975° E",28.4003,77.0975
ambience creacions,4.8,sector 22,19200.0,4,6,3+,10.0,New Property,U67798494,flat,2778.0,0,1,0,1,0,2,49,"28.5072° N, 77.0640° E",28.5072,77.064
international city by sobha phase 1,5.75,sector 109,16429.0,4,4,2,3.0,Relatively New,F69558114,house,4800.0,0,1,0,0,0,0,146,"28.5073° N, 77.0089° E",28.5073,77.0089
independent,0.99,sector 47,17188.0,1,4,3,4.0,Relatively New,I70178342,house,576.0,0,0,0,0,0,0,13,"28.4276° N, 77.0492° E",28.4276,77.0492
raheja atlantis,5.5,sector 31,18688.0,4,5,3+,1.0,Relatively New,Q70084598,flat,2663.0,1,1,0,1,0,0,81,"28.4528° N, 77.0498° E",28.4528,77.0498
umang monsoon breeze,0.75,sector 78,6053.0,2,2,1,5.0,Moderately Old,M69132144,flat,1239.0,0,0,0,0,0,0,0,"28.3733° N, 76.9729° E",28.3733,76.9729
viridian the plaza 106,0.39,sector 106,5571.0,1,1,1,7.0,Relatively New,S69971192,flat,567.0,0,0,0,0,0,0,130,"28.5007° N, 77.0003° E",28.5007,77.0003
la vida by tata housing,3.0,sector 113,14286.0,3,3,3+,3.0,Relatively New,Y69731932,flat,2460.0,0,1,0,0,0,0,167,"28.5287° N, 77.0233° E",28.5287,77.0233
unitech espace,10.3,sector 50,31790.0,5,6,3+,3.0,Moderately Old,H69824454,house,3240.0,1,1,1,1,0,1,160,"28.4178° N, 77.0628° E",28.4178,77.0628
tulip petals,1.55,sector 89,10000.0,3,2,3,6.0,Moderately Old,W59037256,flat,1403.0,0,0,1,0,0,1,111,"28.4253° N, 76.9439° E",28.4253,76.9439
afnhb jalvayu vihar,1.3,sector 30,10000.0,3,3,2,2.0,Old Property,P69208508,flat,1401.0,0,0,0,0,0,0,19,"28.4604° N, 77.0579° E",28.4604,77.0579
emaar mgf the enclave,2.1,sector 66,12353.0,3,4,2,12.0,Relatively New,I69849886,flat,1800.0,0,1,0,0,0,1,156,"28.3925° N, 77.0541° E",28.3925,77.0541
la vida by tata housing,2.45,sector 113,11051.0,3,3,3+,3.0,Relatively New,Y69732156,flat,1890.0,1,0,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
conscient heritage max,1.82,sector 102,9372.0,3,4,3+,15.0,Moderately Old,N70043450,flat,1757.0,0,1,0,0,0,0,125,"28.4750° N, 76.9715° E",28.475,76.9715
the close south,3.1,sector 50,12445.0,3,4,3+,4.0,Moderately Old,H69433380,flat,2450.0,0,1,0,0,0,1,165,"28.4178° N, 77.0628° E",28.4178,77.0628
imperia the esfera,0.95,sector 37c,5702.0,2,2,0,17.0,Under Construction,Y64213894,flat,1578.0,0,1,0,0,0,0,66,"28.4515° N, 76.9882° E",28.4515,76.9882
signature global city 92,0.99,sector 92,6622.0,3,2,3,1.0,New Property,L69323828,flat,1661.0,0,0,0,0,1,0,37,"28.4079° N, 76.9153° E",28.4079,76.9153
experion windchants,3.75,sector 112,13383.0,3,5,3+,22.0,Relatively New,T70109814,flat,2536.0,0,1,0,0,0,1,49,"28.5189° N, 77.0183° E",28.5189,77.0183
signature global solera,0.29,sector 107,5930.0,2,2,2,3.0,Relatively New,L69217140,flat,543.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
whiteland  the aspen,3.5,sector 76,11917.0,3,4,3,8.0,Under Construction,G69383624,flat,2937.0,0,0,0,0,0,0,0,"28.3935° N, 76.9888° E",28.3935,76.9888
ireo the corridors,1.5,sector 67a,11111.0,2,2,2,10.0,Relatively New,V64354898,flat,1500.0,0,0,1,0,0,1,38,"28.3960° N, 77.0372° E",28.396,77.0372
umang monsoon breeze,0.95,sector 78,5491.0,3,3,2,9.0,Relatively New,U61729278,flat,1730.0,0,0,0,0,0,1,65,"28.3733° N, 76.9729° E",28.3733,76.9729
the nav manesar apartment,0.85,sector 1,3953.0,3,3,3+,5.0,Moderately Old,A68198542,flat,1946.0,0,1,0,0,0,0,5,"28.3663° N, 76.9456° E",28.3663,76.9456
ss residency,0.48,sector 6,5333.0,3,2,2,2.0,Moderately Old,N69223644,flat,111.0,0,0,0,0,0,0,54,"28.4745° N, 77.0262° E",28.4745,77.0262
orris aster court premier,1.38,sector 85,6509.0,3,4,2,6.0,Relatively New,Y69612194,flat,1616.0,0,1,0,0,0,0,76,"28.4042° N, 76.9513° E",28.4042,76.9513
dlf the primus,2.95,sector 82a,11452.0,4,5,3+,10.0,Relatively New,U70012350,flat,2110.0,0,1,0,0,0,2,174,"28.3858° N, 76.9686° E",28.3858,76.9686
paras dews,1.28,sector 106,7273.0,3,4,3+,24.0,Relatively New,Z69727942,flat,1186.0,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
m3m golfestate,5.0,sector 65,18519.0,3,3,3+,28.0,Relatively New,N69817180,flat,2800.0,0,1,0,1,0,1,165,"28.4030° N, 77.0690° E",28.403,77.069
international city by sobha phase 2,9.5,sector 109,26389.0,7,6,3,3.0,Relatively New,O69923352,house,3600.0,1,1,0,1,0,0,138,"28.5073° N, 77.0089° E",28.5073,77.0089
dlf the primus,1.85,sector 82a,10283.0,3,3,3+,2.0,Relatively New,U69551310,flat,1668.0,0,0,0,0,0,1,44,"28.3858° N, 76.9686° E",28.3858,76.9686
bestech park view ananda,0.87,sector 81,7952.0,2,2,3,8.0,Relatively New,I63351906,flat,1300.0,0,0,0,0,0,1,95,"28.3867° N, 76.9485° E",28.3867,76.9485
dlf regal gardens,1.8,sector 90,7223.0,4,4,3+,7.0,Moderately Old,H65641346,flat,2005.0,0,0,0,0,0,0,38,"28.4085° N, 76.9369° E",28.4085,76.9369
m3m sierra 68,1.1,sector 68,8987.0,2,2,3,1.0,Relatively New,P69235928,flat,1150.0,0,0,0,0,0,1,127,"28.3853° N, 77.0484° E",28.3853,77.0484
orchid petals,1.9,sector 49,10526.0,3,3,3,2.0,Old Property,H69821268,flat,1600.0,0,0,0,0,1,1,49,"28.4121° N, 77.0480° E",28.4121,77.048
iffco nagar and 17b rwa,3.5,sector 17,24306.0,2,5,3,3.0,Old Property,C66372572,house,1440.0,0,0,0,0,0,0,44,"28.4791° N, 77.0608° E",28.4791,77.0608
shree vardhman victoria,1.23,sector 70,9111.0,2,2,3,1.0,Relatively New,O69936994,flat,1222.0,1,0,0,0,0,0,43,"28.3968° N, 77.0233° E",28.3968,77.0233
signature global city 92,0.75,sector 92,7821.0,2,2,3,1.0,Relatively New,I68120942,house,959.0,0,0,0,0,0,0,46,"28.4079° N, 76.9153° E",28.4079,76.9153
ss the leaf,2.03,sector 85,7229.0,4,4,3+,3.0,Relatively New,H69585066,flat,2225.0,0,0,0,0,1,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
ats triumph,2.52,sector 104,8000.0,4,4,3+,19.0,Relatively New,O66305694,flat,2800.0,0,1,1,0,0,1,156,"28.4788° N, 76.9960° E",28.4788,76.996
shree vardhman victoria,1.65,sector 70,8462.0,3,4,3,5.0,Relatively New,L69623396,flat,1527.0,0,1,0,0,1,1,49,"28.3968° N, 77.0233° E",28.3968,77.0233
independent,7.85,sector 43,29074.0,9,9,3+,3.0,Relatively New,P70154168,house,2700.0,1,1,0,1,1,2,49,"28.4629° N, 77.0772° E",28.4629,77.0772
indiabulls enigma,4.25,sector 110,10954.0,5,5,3+,4.0,Relatively New,L69578382,flat,3511.0,0,1,0,0,0,0,101,"28.5145° N, 77.0197° E",28.5145,77.0197
shapoorji pallonji joyville gurugram,1.4,sector 102,10378.0,2,2,2,11.0,New Property,X69179634,flat,1166.0,0,0,0,0,0,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
m3m heights,2.1,sector 65,16653.0,2,2,3,8.0,New Property,J69877808,flat,1015.0,0,0,0,0,0,0,31,"28.4030° N, 77.0690° E",28.403,77.069
bestech park view ananda,1.45,sector 81,8735.0,3,2,3+,3.0,Relatively New,A52657366,flat,1352.0,0,0,0,0,1,0,45,"28.3867° N, 76.9485° E",28.3867,76.9485
tata primanti,3.5,sector 72,11427.0,4,5,3+,16.0,Relatively New,G16283577,flat,2625.0,0,1,0,0,1,0,31,"28.4225° N, 77.0211° E",28.4225,77.0211
smart world orchard,2.0,sector 61,12912.0,3,3,2,3.0,New Property,Q69870078,flat,1721.0,0,0,0,0,1,0,61,"28.4050° N, 77.0963° E",28.405,77.0963
umang winter hills,0.92,sector 77,5049.0,3,3,3,17.0,Relatively New,G68287864,flat,1602.0,0,0,0,0,1,1,49,"28.3801° N, 76.9845° E",28.3801,76.9845
eldeco mansionz,4.75,sector 48,20299.0,7,7,3,2.0,Moderately Old,B70111024,house,2340.0,1,0,0,0,0,1,33,"28.4177° N, 77.0359° E",28.4177,77.0359
m3m sierra 68,1.25,sector 68,10246.0,2,2,3,4.0,New Property,B67273936,flat,938.0,0,0,0,0,0,0,44,"28.3853° N, 77.0484° E",28.3853,77.0484
sare crescent parc,0.7,sector 92,5556.0,3,3,2,14.0,Under Construction,I31015519,flat,140.0,0,0,0,0,0,0,38,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,1.35,sector 7,4545.0,4,5,0,3.0,Old Property,M69535664,house,330.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
vasant appartments,1.7,sector 14,7391.0,5,5,2,2.0,Old Property,O69762684,flat,2556.0,1,0,1,1,0,2,71,"28.4711° N, 77.0454° E",28.4711,77.0454
smart world gems,0.9,sector 89,8160.0,2,2,2,2.0,New Property,P67923336,flat,998.0,1,0,0,0,1,0,44,"28.4253° N, 76.9439° E",28.4253,76.9439
signature the roselia,0.41,sector 95,7295.0,2,2,2,12.0,New Property,J70037020,flat,670.0,0,0,0,0,0,1,93,"28.4172° N, 76.9081° E",28.4172,76.9081
independent,6.4,sector 14,20317.0,6,6,3+,3.0,Old Property,G70092112,house,3150.0,0,0,0,0,1,0,35,"28.4711° N, 77.0454° E",28.4711,77.0454
signature global orchard avenue,0.4,sector 93,5479.0,2,2,0,0.0,Relatively New,R69930434,flat,730.0,0,0,0,0,0,0,0,"28.4153° N, 76.9326° E",28.4153,76.9326
independent,0.45,sector 13,4808.0,1,1,0,1.0,Old Property,P69474434,house,936.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
sidhartha ncr one,0.56,sector 95,4106.0,2,2,2,10.0,New Property,M64213920,flat,1364.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
dlf park place,4.86,sector 54,25920.0,3,4,3+,7.0,Relatively New,F69409432,flat,1875.0,0,1,0,0,0,1,49,"28.4348° N, 77.1089° E",28.4348,77.1089
ansal sushant lok plots,11.5,sector 43,17692.0,7,8,3+,3.0,Old Property,V69310762,house,9000.0,0,1,1,1,0,1,31,"28.4629° N, 77.0772° E",28.4629,77.0772
vatika gurgaon,1.1,sector 83,6162.0,3,3,3+,5.0,Relatively New,M68325052,flat,1600.0,0,0,0,0,0,1,96,"28.3986° N, 76.9647° E",28.3986,76.9647
shree vardhman victoria,1.5,sector 70,7692.0,3,5,3,7.0,Relatively New,Z70122968,flat,1527.0,0,1,0,0,0,1,174,"28.3968° N, 77.0233° E",28.3968,77.0233
tulip leaf,2.06,sector 69,11388.0,3,3,3,16.0,Relatively New,B69392810,flat,1640.0,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
ss,1.2,sector 85,7151.0,2,2,3,15.0,Relatively New,Y70085140,flat,1660.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
sidhartha ncr greens,0.56,sector 95,5657.0,2,2,3,13.0,New Property,J69503006,flat,896.0,0,0,0,0,0,0,8,"28.4172° N, 76.9081° E",28.4172,76.9081
apartment,0.75,sector 92,4688.0,3,4,3,2.0,Moderately Old,S69087390,flat,1778.0,1,0,0,0,0,0,113,"28.4079° N, 76.9153° E",28.4079,76.9153
ss the leaf,1.2,sector 85,7317.0,2,2,3+,14.0,Relatively New,F69963546,flat,1380.0,0,0,1,0,0,0,141,"28.4042° N, 76.9513° E",28.4042,76.9513
adani m2k oyster grande,2.61,sector 102,10046.0,3,3,3,14.0,Relatively New,I70030056,flat,2200.0,1,1,0,0,0,0,21,"28.4750° N, 76.9715° E",28.475,76.9715
vatika the seven lamps,1.0,sector 82,5924.0,2,2,2,11.0,Relatively New,E68345410,flat,1299.0,1,0,0,0,0,1,90,"28.3935° N, 76.9600° E",28.3935,76.96
ss residency,0.53,sector 12,4818.0,3,3,2,2.0,Relatively New,F55342964,flat,995.0,0,0,0,0,0,1,14,"28.4723° N, 77.0320° E",28.4723,77.032
tata primanti,4.25,sector 72,13077.0,4,4,3+,0.0,Relatively New,Q69318144,flat,2941.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
tulip violet,2.0,sector 69,9950.0,4,4,2,0.0,Relatively New,I69376626,flat,1819.0,0,0,0,0,0,0,95,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf the skycourt,2.2,sector 86,11500.0,3,3,1,7.0,Relatively New,R69778854,flat,1747.0,0,0,0,1,0,2,77,"28.3986° N, 76.9384° E",28.3986,76.9384
shree vardhman victoria,1.78,sector 70,9128.0,3,3,3+,7.0,Relatively New,N69292306,flat,1765.0,0,1,0,0,1,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
m3m golfestate,5.4,sector 65,18127.0,3,4,3,19.0,Moderately Old,X69762008,flat,2696.0,1,1,0,0,0,1,174,"28.4030° N, 77.0690° E",28.403,77.069
independent,0.8,sector 4,11852.0,2,3,1,2.0,Moderately Old,L59493940,house,675.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
bptp mansions park prime,2.7,sector 66,9768.0,4,4,3,6.0,Relatively New,C69731476,flat,2501.0,0,1,0,0,1,0,13,"28.3925° N, 77.0541° E",28.3925,77.0541
emaar mgf marbella,9.01,sector 66,16066.0,4,4,3+,3.0,Relatively New,X69959612,house,5574.7,0,1,1,0,0,0,122,"28.3925° N, 77.0541° E",28.3925,77.0541
independent,2.75,sector 12,12343.0,6,6,2,2.0,Old Property,M68021346,house,2228.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
independent,8.5,sector 17b,18814.0,4,4,2,2.0,Old Property,T69520988,house,4518.0,1,1,0,1,0,1,21,"28.4806° N, 77.0663° E",28.4806,77.0663
vatika gurgaon,0.75,sector 83,6024.0,2,2,2,19.0,Relatively New,Z68690432,flat,1150.0,0,0,0,0,1,1,105,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,0.4,sector 4,8889.0,1,1,0,1.0,Moderately Old,P54666248,house,450.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
umang winter hills,1.4,sector 77,6341.0,3,3,3,10.0,Relatively New,C68021494,flat,1735.0,0,0,0,0,0,0,28,"28.3801° N, 76.9845° E",28.3801,76.9845
sare homes,1.18,sector 92,5207.0,4,4,3,8.0,Relatively New,K69810986,flat,2518.0,0,1,0,0,0,0,108,"28.4079° N, 76.9153° E",28.4079,76.9153
mapsko royale ville,1.12,sector 82,8000.0,3,4,2,6.0,Relatively New,Q69680836,flat,1500.0,0,1,0,1,0,1,174,"28.3935° N, 76.9600° E",28.3935,76.96
pyramid urban homes 2,0.5,sector 86,8319.0,2,2,1,2.0,Relatively New,D69281892,flat,668.0,0,0,0,0,0,0,35,"28.3986° N, 76.9384° E",28.3986,76.9384
signature andour heights,0.37,sector 71,7400.0,1,1,2,2.0,Relatively New,C57176160,flat,425.0,0,0,0,0,0,1,37,"28.4104° N, 77.0281° E",28.4104,77.0281
smart world gems,1.2,sector 89,8433.0,3,3,2,3.0,New Property,Q69481026,flat,1423.0,1,0,0,0,1,0,37,"28.4253° N, 76.9439° E",28.4253,76.9439
ss the leaf,2.15,sector 85,8929.0,3,5,3,2.0,New Property,I68407694,flat,2179.0,0,0,0,0,0,0,53,"28.4042° N, 76.9513° E",28.4042,76.9513
green court,0.5,sector 90,8333.0,2,2,1,8.0,New Property,K63168640,flat,650.0,0,0,0,0,0,0,42,"28.4085° N, 76.9369° E",28.4085,76.9369
